timestamp,latitude,longitude,gain,voltage,concentration
2025-07-11 12:52:17.491865,,,1,-0.0001644789289083093,-0.9595574124044081
2025-07-11 12:52:19.484410,,,1,-0.00037435304952148306,-1.0079155579054926
2025-07-11 12:52:22.614186,,,10,0.051725307437241276,0.9647475233794305
2025-07-11 12:52:25.736334,,,100,0.5728618283852781,1.2194660199450862
2025-07-11 12:52:27.741948,,,100,0.5890348553161662,1.257996639305234
2025-07-11 12:52:29.745159,,,100,0.5675831762607646,1.2068901591236454
2025-07-11 12:52:31.744489,,,100,0.568804262053423,1.209799273916075
2025-07-11 12:52:33.748925,,,100,0.5561164174890806,1.1795717530259853
2025-07-11 12:52:35.753206,,,100,0.5897153562526999,1.2596178647364322
2025-07-11 12:52:37.756064,,,100,0.556332651431531,1.1800869087704795
2025-07-11 12:52:39.748347,,,100,0.5697327960415903,1.2120114132894848
2025-07-11 12:52:41.743961,,,100,0.5778924474581575,1.231450966824314
2025-07-11 12:52:43.754630,,,100,0.5799275904459215,1.2362994914783632
2025-07-11 12:52:45.763556,,,100,0.5571212693392896,1.1819657120739238
2025-07-11 12:52:47.753652,,,100,0.5491969313306825,1.1630867692022178
2025-07-11 12:52:49.757448,,,100,0.579011776101428,1.2341176553840416
2025-07-11 12:52:51.754972,,,100,0.5716979809891503,1.2166932699085513
2025-07-11 12:52:53.764133,,,100,0.563169459906051,1.1963749212801758
2025-07-11 12:52:55.763884,,,100,0.5644795832044245,1.199496159026221
2025-07-11 12:52:57.765960,,,100,0.567386021783825,1.2064204582977847
2025-07-11 12:52:59.765875,,,100,0.5575155782931688,1.1829051137256452
2025-07-11 12:53:01.769321,,,100,0.5603647784760384,1.1896930482413137
2025-07-11 12:53:03.778142,,,100,0.554475583455196,1.1756626300236586
2025-07-11 12:53:05.776404,,,100,0.5556394308513237,1.1784353800601934
2025-07-11 12:53:07.774524,,,100,0.5522496458123289,1.1703595561832922
2025-07-11 12:53:09.781918,,,100,0.5630867822221735,1.1961779499661058
2025-07-11 12:53:11.785739,,,100,0.5726837533738489,1.2190417740378576
2025-07-11 12:53:13.788398,,,100,0.569313047800364,1.2110114050795868
2025-07-11 12:53:15.790248,,,100,0.5904848946949484,1.2614512131212448
2025-07-11 12:53:17.805058,,,100,0.5657642672154504,1.2025567902140888
2025-07-11 12:53:19.807307,,,100,0.5516518225596733,1.1689353020661657
2025-07-11 12:53:21.826702,,,100,0.5728236694542574,1.2193751101078227
2025-07-11 12:53:23.830328,,,100,0.5587875426605212,1.1859354416344257
2025-07-11 12:53:25.847112,,,100,0.5809642414053144,1.2387692087240207
2025-07-11 12:53:27.836499,,,100,0.5690077763521992,1.2102841263814792
2025-07-11 12:53:29.839548,,,100,0.5778988072799948,1.2314661184638593
2025-07-11 12:53:31.833805,,,100,0.5635383295725834,1.1972537163737225
2025-07-11 12:53:33.838314,,,100,0.5672651851689262,1.2061325771464495
2025-07-11 12:53:35.844517,,,100,0.5493877259857856,1.1635413183885355
2025-07-11 12:53:37.844101,,,100,0.557922606890722,1.1838748186564563
2025-07-11 12:53:39.849052,,,100,0.5601930632864459,1.1892839539736286
2025-07-11 12:53:41.855522,,,100,0.574973289235083,1.2244963642736613
2025-07-11 12:53:43.851057,,,100,0.5494131652731327,1.163601924946711
2025-07-11 12:53:45.846288,,,100,0.5611152374527766,1.1914809417074945
2025-07-11 12:53:47.858069,,,100,0.5491333331123152,1.1629352528067796
2025-07-11 12:53:49.853983,,,100,0.5464749275845482,1.1566018674774274
2025-07-11 12:53:51.858316,,,100,0.5514928270137541,1.1685565110775675
2025-07-11 12:53:53.859488,,,100,0.5479186071414932,1.1600412896538934
2025-07-11 12:53:55.862101,,,100,0.5769893527573372,1.22929943400908
2025-07-11 12:53:57.865698,,,100,0.5626606741591099,1.1951627901166635
2025-07-11 12:53:59.864006,,,100,0.5759463419761083,1.2268145651238802
2025-07-11 12:54:01.864943,,,100,0.5620882901938011,1.1937991425577117
2025-07-11 12:54:03.872134,,,100,0.5660504591981048,1.2032386139935647
2025-07-11 12:54:05.873930,,,100,0.5654653555891227,1.201844663155526
2025-07-11 12:54:07.873737,,,100,0.560835405291959,1.190814269567563
2025-07-11 12:54:09.874506,,,100,0.5591564123270534,1.186814236727972
2025-07-11 12:54:11.877642,,,100,0.572518398006093,1.218647831409716
2025-07-11 12:54:13.874017,,,100,0.5797622350781659,1.2359055488502224
2025-07-11 12:54:15.874162,,,100,0.5662221743876972,1.2036477082612498
2025-07-11 12:54:17.876430,,,100,0.57189513546609,1.217162970734413
2025-07-11 12:54:19.880816,,,100,0.5715389854432312,1.216314478919954
2025-07-11 12:54:21.877131,,,100,0.56769129323199,1.2071477369958927
2025-07-11 12:54:23.885684,,,100,0.5882398775865709,1.2561026843622463
2025-07-11 12:54:25.883494,,,100,0.5544374245241755,1.175571720186396
2025-07-11 12:54:27.889552,,,100,0.5634238527795216,1.196980986861932
2025-07-11 12:54:29.889174,,,100,0.5673860217838249,1.2064204582977842
2025-07-11 12:54:31.902888,,,100,0.5578844479597009,1.1837839088191915
2025-07-11 12:54:33.904723,,,100,0.57124643363874,1.2156175035009338
2025-07-11 12:54:35.903789,,,100,0.5720986497648664,1.2176478231998176
2025-07-11 12:54:37.908787,,,100,0.570133464817307,1.212965966580752
2025-07-11 12:54:39.913873,,,100,0.5815875039453172,1.2402540693993238
2025-07-11 12:54:41.914085,,,100,0.5760926178783538,1.2271630528333897
2025-07-11 12:54:43.913747,,,100,0.5529365065706995,1.1719959332540344
2025-07-11 12:54:45.916814,,,100,0.5717107006328241,1.21672357318764
2025-07-11 12:54:47.918406,,,100,0.5626288750499263,1.1950870319189444
2025-07-11 12:54:49.915638,,,100,0.5674305405366823,1.2065265197745916
2025-07-11 12:54:51.915564,,,100,0.5571657880921466,1.1820717735507298
2025-07-11 12:54:53.920554,,,100,0.5643523867676891,1.1991931262353424
2025-07-11 12:54:55.917619,,,100,0.5626988330901305,1.1952536999539265
2025-07-11 12:54:57.919301,,,100,0.5976778531923275,1.2785877174454008
2025-07-11 12:54:59.922105,,,100,0.5665846842323927,1.2045113517152521
2025-07-11 12:55:01.923453,,,100,0.5700635067771024,1.2127992985457685
